hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,date_id,booking_id
City Hotel,1,175,2024,April,16,17,1,5,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,166.5,0,1,Canceled,13-12-2024,DT348,77722
City Hotel,1,173,2024,June,23,4,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120,0,0,Canceled,13-12-2024,DT348,77723
City Hotel,1,173,2024,June,23,4,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120,0,0,Canceled,13-12-2024,DT348,77724
City Hotel,1,173,2024,June,23,4,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120,0,0,Canceled,13-12-2024,DT348,77725
City Hotel,1,224,2024,June,23,6,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,1,Canceled,13-12-2024,DT348,77726
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77727
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77728
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77729
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77730
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77731
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77732
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77733
City Hotel,1,285,2024,April,16,17,1,3,2,1,0,BB,BHR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126,0,1,Canceled,13-12-2024,DT348,77734
City Hotel,1,206,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,28,Transient,130,0,0,Canceled,13-12-2024,DT348,77735
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77736
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77737
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77738
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77739
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77740
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77741
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77742
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77743
City Hotel,1,196,2024,June,26,25,2,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117,0,2,Canceled,13-12-2024,DT348,77744
City Hotel,1,141,2024,April,16,17,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130.5,0,0,Canceled,13-12-2024,DT348,77745
City Hotel,1,141,2024,April,16,17,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130.5,0,0,Canceled,13-12-2024,DT348,77746
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77747
City Hotel,0,8,2024,December,51,12,1,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,96,0,2,Check-Out,13-12-2024,DT348,77748
City Hotel,1,178,2024,June,23,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130,0,0,Canceled,13-12-2024,DT348,77749
Resort Hotel,0,2,2024,December,51,11,2,0,2,0,0,BB,PRT,Online TA,Corporate,1,0,2,A,A,0,No Deposit,0,Transient,48,0,1,Check-Out,13-12-2024,DT348,77750
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77751
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77752
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77753
Resort Hotel,0,4,2024,December,50,12,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,43,0,0,Check-Out,13-12-2024,DT348,77754
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77755
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77756
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77757
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77758
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77759
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77760
Resort Hotel,1,103,2024,January,4,22,4,9,2,2,0,BB,TUR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,86,0,0,Canceled,13-12-2024,DT348,77761
Resort Hotel,0,2,2024,December,50,12,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,25,0,0,Check-Out,13-12-2024,DT348,77762
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,1,Check-Out,13-12-2024,DT348,77763
City Hotel,0,98,2024,December,50,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,0,Transient,72.25,0,0,Check-Out,13-12-2024,DT348,77764
City Hotel,0,4,2024,December,50,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,116,1,0,Check-Out,13-12-2024,DT348,77765
Resort Hotel,0,14,2024,December,50,11,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,30.5,0,0,Check-Out,13-12-2024,DT348,77766
Resort Hotel,0,4,2024,December,50,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,48,0,0,Check-Out,13-12-2024,DT348,77767
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77768
Resort Hotel,0,0,2024,December,50,12,0,1,2,1,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,37.25,0,1,Check-Out,13-12-2024,DT348,77769
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77770
Resort Hotel,0,4,2024,December,50,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,47,0,0,Check-Out,13-12-2024,DT348,77771
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77772
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77773
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77774
Resort Hotel,1,146,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,60,Transient,46,0,0,Canceled,13-12-2024,DT348,77775
Resort Hotel,0,9,2024,December,50,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,44.4,1,2,Check-Out,13-12-2024,DT348,77776
Resort Hotel,0,36,2024,December,50,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48,0,1,Check-Out,13-12-2024,DT348,77777
Resort Hotel,0,1,2024,December,50,12,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,79,1,1,Check-Out,13-12-2024,DT348,77778
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77779
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77780
Resort Hotel,0,3,2024,December,50,12,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,29,0,1,Check-Out,13-12-2024,DT348,77781
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77782
Resort Hotel,1,23,2024,January,1,4,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48,0,0,Canceled,13-12-2024,DT348,77783
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77784
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77785
Resort Hotel,0,3,2024,December,50,12,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,29,0,1,Check-Out,13-12-2024,DT348,77786
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77787
Resort Hotel,0,3,2024,December,50,12,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,25,0,1,Check-Out,13-12-2024,DT348,77788
Resort Hotel,0,0,2024,December,51,12,1,0,1,0,0,BB,,Corporate,Corporate,0,0,1,A,A,0,No Deposit,0,Transient,30,0,0,Check-Out,13-12-2024,DT348,77789
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77790
City Hotel,0,2,2024,December,50,11,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,116,1,0,Check-Out,13-12-2024,DT348,77791
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77792
Resort Hotel,0,11,2024,December,50,9,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,46.4,0,1,Check-Out,13-12-2024,DT348,77793
Resort Hotel,0,1,2024,December,50,12,0,1,2,0,1,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,73,0,2,Check-Out,13-12-2024,DT348,77794
Resort Hotel,0,0,2024,December,50,11,0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,46,0,0,Check-Out,13-12-2024,DT348,77795
Resort Hotel,0,1,2024,December,50,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,48,0,1,Check-Out,13-12-2024,DT348,77796
Resort Hotel,0,1,2024,December,50,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,54,1,1,Check-Out,13-12-2024,DT348,77797
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77798
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77799
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77800
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,1,Check-Out,13-12-2024,DT348,77801
Resort Hotel,1,239,2024,August,32,9,1,4,2,0,0,BB,CN,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,196.2,0,0,Canceled,13-12-2024,DT348,77802
Resort Hotel,1,357,2024,July,31,31,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,138.38,0,3,Canceled,13-12-2024,DT348,77803
Resort Hotel,1,263,2024,June,25,18,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,96.4,0,0,Canceled,13-12-2024,DT348,77804
Resort Hotel,1,193,2024,June,25,18,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,68.4,0,0,Canceled,13-12-2024,DT348,77805
Resort Hotel,0,4,2024,December,50,11,0,2,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48,0,0,Check-Out,13-12-2024,DT348,77806
City Hotel,0,8,2024,December,51,12,1,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,96,0,2,Check-Out,13-12-2024,DT348,77807
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77808
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77809
Resort Hotel,0,26,2024,December,50,12,0,1,2,0,0,HB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,104,1,2,Check-Out,13-12-2024,DT348,77810
City Hotel,0,98,2024,December,50,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,0,Transient,72.25,0,0,Check-Out,13-12-2024,DT348,77811
Resort Hotel,0,1,2024,December,50,12,0,1,2,0,1,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,79,1,1,Check-Out,13-12-2024,DT348,77812
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77813
City Hotel,0,110,2024,December,50,9,0,4,3,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,G,G,3,No Deposit,69,Transient-Party,139.5,0,1,Check-Out,13-12-2024,DT348,77814
Resort Hotel,0,3,2024,December,50,12,0,1,3,1,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,0,Transient,154,0,0,Check-Out,13-12-2024,DT348,77815
Resort Hotel,0,2,2024,December,50,12,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,48,0,1,Check-Out,13-12-2024,DT348,77816
Resort Hotel,0,1,2024,December,50,12,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,79,1,3,Check-Out,13-12-2024,DT348,77817
Resort Hotel,1,54,2024,February,5,4,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,68,0,1,Canceled,13-12-2024,DT348,77818
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77819
Resort Hotel,0,17,2024,December,50,12,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,69,0,0,Check-Out,13-12-2024,DT348,77820
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77821
Resort Hotel,0,3,2024,December,50,10,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,29,0,0,Check-Out,13-12-2024,DT348,77822
City Hotel,0,110,2024,December,50,9,0,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69,Transient-Party,70,0,0,Check-Out,13-12-2024,DT348,77823
Resort Hotel,0,16,2024,December,50,11,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,52.4,1,1,Check-Out,13-12-2024,DT348,77824
Resort Hotel,0,1,2024,December,50,10,0,3,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,32,0,0,Check-Out,13-12-2024,DT348,77825
Resort Hotel,0,4,2024,December,50,11,0,2,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,0,Transient,0,0,0,Check-Out,13-12-2024,DT348,77826
Resort Hotel,0,26,2024,December,50,10,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,26.1,0,0,Check-Out,13-12-2024,DT348,77827
Resort Hotel,0,3,2024,December,50,12,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,46,1,0,Check-Out,13-12-2024,DT348,77828
Resort Hotel,0,1,2024,December,50,12,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,58,0,2,Check-Out,13-12-2024,DT348,77829
Resort Hotel,0,1,2024,December,50,12,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,79,1,1,Check-Out,13-12-2024,DT348,77830
Resort Hotel,1,127,2024,February,7,18,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,77.4,0,2,Canceled,13-12-2024,DT348,77831
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77832
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77833
City Hotel,0,0,2024,December,51,12,1,0,2,0,0,BB,ESP,Direct,Direct,1,0,0,A,A,0,No Deposit,0,Transient,88,0,0,Check-Out,13-12-2024,DT348,77834
Resort Hotel,0,0,2024,December,51,12,1,0,1,0,0,BB,ECU,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,39,1,0,Check-Out,13-12-2024,DT348,77835
Resort Hotel,0,60,2024,December,50,6,2,5,1,0,0,HB,BRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,56.7,0,0,Check-Out,13-12-2024,DT348,77836
City Hotel,0,38,2024,December,50,10,2,1,2,2,0,BB,PHL,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,143,0,0,Check-Out,13-12-2024,DT348,77837
Resort Hotel,0,22,2024,December,50,10,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,55.44,0,0,Check-Out,13-12-2024,DT348,77838
Resort Hotel,0,0,2024,December,51,12,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,41.11,1,1,Check-Out,13-12-2024,DT348,77839
Resort Hotel,0,7,2024,December,50,9,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,73,0,0,Check-Out,13-12-2024,DT348,77840
City Hotel,0,68,2024,December,50,10,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,0,Check-Out,13-12-2024,DT348,77841
City Hotel,0,153,2024,December,50,10,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90,0,1,Check-Out,13-12-2024,DT348,77842
Resort Hotel,0,64,2024,December,50,10,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.24,0,0,Check-Out,13-12-2024,DT348,77843
Resort Hotel,0,12,2024,December,50,9,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,41.96,0,2,Check-Out,13-12-2024,DT348,77844
Resort Hotel,0,1,2024,December,51,12,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,49,1,0,Check-Out,13-12-2024,DT348,77845
Resort Hotel,1,205,2024,April,14,5,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,81,0,1,Canceled,13-12-2024,DT348,77846
Resort Hotel,0,0,2024,December,51,12,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,39,0,0,Check-Out,13-12-2024,DT348,77847
Resort Hotel,0,3,2024,December,51,12,1,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,78,0,1,Check-Out,13-12-2024,DT348,77848
Resort Hotel,0,2,2024,December,51,12,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,45,1,0,Check-Out,13-12-2024,DT348,77849
Resort Hotel,0,9,2024,December,51,11,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,35.12,0,2,Check-Out,13-12-2024,DT348,77850
Resort Hotel,0,1,2024,December,51,11,2,0,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,0,0,Check-Out,13-12-2024,DT348,77851
Resort Hotel,0,9,2024,December,51,11,2,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,35.12,0,2,Check-Out,13-12-2024,DT348,77852
Resort Hotel,0,53,2024,December,51,12,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,0,Transient,43.2,0,1,Check-Out,13-12-2024,DT348,77853
Resort Hotel,0,82,2024,December,50,10,2,1,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,52.4,0,0,Check-Out,13-12-2024,DT348,77854
Resort Hotel,0,19,2024,December,51,12,1,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient,43,0,2,Check-Out,13-12-2024,DT348,77855
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77856
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77857
Resort Hotel,0,43,2024,December,50,8,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,34.86,0,2,Check-Out,13-12-2024,DT348,77858
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77859
Resort Hotel,1,86,2024,March,10,9,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,46,0,0,Canceled,13-12-2024,DT348,77860
